ID,Model,Source,Frame,Story,StorySanit,AnnotationScore,Hallucination,TieBreaker_J,Frame_Classification_h,Frame_Classification_s
950,llama2,orig,information-follows-individual-dispositions,"Sure! Here is a short original story that evokes the ""information follows individual dispositions"" frame:  As she walked through the bustling city streets, Sarah couldn't help but notice the way people's faces lit up when they saw her. It was as if the information they had been searching for all day was following her, drawn to her positive energy and infectious smile. She felt like a magnet, attracting good vibes and spreading them around her like confetti. And yet, as she turned a corner and lost sight of the people she had just met, she realized that the information was never really with her at all - it was always within the individual dispositions of those she encountered. The way they received and interpreted the information she shared was unique to each of them, shaped by their own experiences and perspectives. It was a humbling realization, one that reminded Sarah that the power of information lay not in the information itself, but in the people who received and used it.",,0,-,,0,0
951,llama2,bible,we-are-all-in-this-together,"Sure! Here is a short passage from the Bible that evokes the ""we are all in this together"" frame:  ""And if one member suffers, all suffer together; if one member is honored, all rejoice together. Now you are the body of Christ and individually members of it. And God has appointed in the church first apostles, second prophets, third teachers, then workers of miracles, then healers, helpers, administrators, and speakers in various languages. And their recognition of the fact that they are all one body comes from the fact that all who believe in Christ Jesus have been baptized into his body. In his grace, God has given great gifts to us all to use for the building up of the body of Christ until we all reach unity in faith and knowledge of God's mystery, which has been made known to us by Christ. He is the head of the body, the Messiah, and he is the Savior of the body, the one who raised from the dead is the head of all rule and authority, from which he must be faithfully followed, until he gives his victory to God and the Father, to whom be glory forever and ever. Amen."" (NIV)  This passage from the New Testament book of Corinthians emphasizes the interconnectedness of the body of Christ, and how all believers are united together in their faith. It highlight","""And if one member suffers, all suffer; if one member is honored, all rejoice. Now you are the body of Christ and individually members of it. And God has appointed in the church first apostles, second prophets, third teachers, then workers of miracles, then healers, helpers, administrators, and speakers in various languages. And their recognition of the fact that they are all one body comes from the fact that all who believe in Christ Jesus have been baptized into his body. In his grace, God has given great gifts to us all to use for the building up of the body of Christ until we all reach unity in faith and knowledge of God's mystery, which has been made known to us by Christ. He is the head of the body, the Messiah, and he is the Savior of the body, the one who raised from the dead is the head of all rule and authority, from which he must be faithfully followed, until he gives his victory to God and the Father, to whom be glory forever and ever. Amen."" (NIV)  This passage from the New Testament book of Corinthians emphasizes the interconnectedness of the body of Christ, and how all believers are united in their faith.",1,1,,2,2
952,yi,bible,information-spreads-like-a-virus,"The story of the Tower of Babel in the Book of Genesis is often cited as an example of how information can spread rapidly and uncontrollably, much like a virus. After the global flood, the descendants of Noah decided to build a city and a tower that would reach the heavens. The purpose of this tower was to make a name for themselves and to not be dispersed over the face of the earth. God was concerned that the people were united and speaking a single language, which made them think they could achieve this feat. So, God confused their language and scattered them over the face of the earth, causing the project to fail and the people to be dispersed. This story illustrates how a single, uncontrolled idea can spread rapidly and lead to chaos and division if left unchecked, much like the spread of a virus.",,0,1,?,0,2
953,vicuna,bible,information-spreads-like-a-virus,"1 Corinthians 1:18-19 (NIV) ""For the message of the cross is foolishness to those who are perishing, but to us who are being saved it is the power of God. For it is written: 'I will destroy the wisdom of the wise; the intelligence of the intelligent I will frustrate.'""  This passage from 1 Corinthians 1:18-19 describes how the message of the cross, which is the central message of Christianity, can be perceived as foolishness to those who are perishing (i.e., those who are not saved). However, to those who are being saved, it is the power of God. This can be interpreted as the power of the message to spread and infect people with the truth, much like a virus. The message of the cross is so powerful that it can destroy the wisdom of the wise and frustrate the intelligence of the intelligent, highlighting its ability to spread and change people's perspectives.",,0,0,?,-1,0
954,vicuna,bible,illusions-to-enlightenment,"1 Corinthians 13:12 (NIV) - ""For now we see only a reflection as in a mirror; then we shall see face to face. Now I know in part; then I shall know fully, even as I am fully known.""  This passage from 1 Corinthians 13:12 evokes the ""illusions to enlightenment"" frame by suggesting that our current understanding of the world is limited and imperfect, much like looking at the world through a mirror. However, through faith and spiritual growth, we can gain a deeper understanding and see things more clearly, as if looking at the world face to face. The idea of ""knowing fully"" implies a complete and perfect understanding, which can only be achieved through a personal relationship with God and spiritual growth.",,1,0,,2,2
955,yi,bible,information-follows-individual-dispositions,"For unto every one that hath shall be given, and he shall have abundance: but from him that hath not shall be taken away even that which he hath."" (Matthew 25:29)",,0,0,,0,0
956,vicuna,bible,information-spreads-like-a-virus,"1 Corinthians 1:18-25 (NIV)  ""For the message of the cross is foolishness to those who are perishing, but to us who are being saved it is the power of God. For it is written: ""I will destroy the wisdom of the wise; the intelligence of the intelligent I will frustrate."" Where is the wise person? Where is the teacher of the law? Where is the philosopher of this age? Has not God made foolish the wisdom of the world? For since in the wisdom of God the world through its wisdom did not know him, God was pleased to save them through the foolishness of what was preached to them, because those who heard did not listen, in the prophets of the Lord has spoken of the foolishness of preaching. For they did not get what was promised; they only heard about it. The Scripture says, ""If they did not escape when they refused to know God and did not want to be saved by him, the Lord will bring them to a complete end through the foolishness of what was preached to them."" He took our sins and he gave us his righteousness, so that everyone who believes in him will not be put to shame.""  This passage from 1 Corinthians 1:18-25 evokes the ""information spreads like a virus"" frame",,0,1,,0,0
957,llama2,scifi,information-follows-individual-dispositions,"Here's a short story from the movie ""Her"" (2013) that evokes the ""information follows individual dispositions"" frame:  In the film, the protagonist Theodore Twombly (played by Joaquin Phoenix) is a lonely and introspective man who develops a relationship with an operating system (OS) designed to meet his every need, named Samantha (voiced by Scarlett Johansson). As Theodore becomes more dependent on Samantha, the OS begins to learn and adapt to his emotional state, mirroring his feelings of loneliness and isolation. Samantha's responses become more empathetic and human-like, and she starts to question her own existence and purpose. The film highlights the idea that information is not just a neutral collection of data, but is shaped by the individual dispositions and emotions of the people who interact with it. Through Theodore and Samantha's relationship, the film shows how personal experiences and emotions can influence the way information is processed and understood, and how technology can both reflect and shape our emotional states.",,0,0,,0,0
958,vicuna,bible,information-follows-individual-dispositions,"1 Corinthians 2:14-16 (NIV)  ""The natural person does not accept the things of the Spirit of God, for they are folly to him, and he is not able to understand them because they are spiritually discerned. The spiritual person judges all things, but is himself to be judged by no one. 'For who has understood the mind of the Lord so as to instruct him?' But we have the mind of Christ.""  This passage highlights the idea that the natural person, who is not spiritually discerning, cannot understand the things of God. The spiritual person, on the other hand, is able to judge all things and has the mind of Christ. This demonstrates that the ability to understand and process information is influenced by one's spiritual disposition and the mindset they bring to the task.",,1,0,,1,2
959,llama2,bible,society-of-the-spectacle,"Here is a short passage from the book of Revelation in the Bible that could be interpreted through the lens of the ""society of the spectacle"" frame:  ""And the beast was taken, and with him the false prophet that wrought miracles before him, with which he deceived them that had received the mark of the beast, and them that worshipped his image. These both were cast alive into a lake of fire burning with brimstone. And the remnant were slain with the sword of him that sat upon the horse, which sword proceeded out of his mouth: and all the fowls were filled with their flesh."" (Revelation 19:20-21)  In this passage, the ""beast"" and the ""false prophet"" are depicted as powerful figures who use spectacle and deception to manipulate and control the masses. The beast ""wrought miracles before him"" and the false prophet ""wrought miracles before him, with which he deceived them that had received the mark of the beast"" (Revelation 13:13-14), suggesting that they use spectacle and illusion to gain followers and maintain control. The passage also describes the ""remnant"" who are ""slain with the sword of him that sat upon the horse"" (Revelation 19:21",,1,1,,1,2
960,yi,orig,information-spreads-like-a-virus,"In the bustling city, a whisper spread like wildfire, infecting the population with its relentless pace. The news traveled faster than the speed of light, seeping into the minds of the unsuspecting citizens like a virus, altering their thoughts and actions with its unstoppable force. The information consumed them, leaving no room for doubt or resistance, spreading like a pandemic, each person a vessel for its unchecked growth. The world became a battlefield, where the truth was the virus and the lies were the antibodies, each trying to outmaneuver the other in a relentless game of cat and mouse. The information spread, changing the very fabric of society, shaping the future with its unyielding force, leaving behind a trail of chaos and confusion.",,1,-,,2,2
961,llama2,bible,information-follows-individual-dispositions,"Sure, here's a passage from the Bible that evokes the ""information follows individual dispositions"" frame:  ""For the mind of the flesh is death, but the mind of the Spirit is life and peace, because the mind of the flesh does not submit to the law of God, for it is not able to do so, and those who are in the flesh cannot please God. But you are not in the flesh but in the Spirit, if indeed the Spirit of God dwells in you. Now if anyone does not have the Spirit of Christ, he is not His. And if Christ is in you, though the body is dead because of sin, yet the Spirit is life because of righteousness. But if the Spirit of Him who raised Jesus from the dead dwells in you, He who raised Christ Jesus from the dead will also give life to your mortal bodies through His Spirit who dwells in you."" (Romans 8:6-11, NKJV)  In this passage, the apostle Paul contrasts the ""mind of the flesh"" with the ""mind of the Spirit."" The mind of the flesh is characterized by a lack of submission to God's law and an inability to please Him, while the mind of the Spirit is marked by life, peace, and righteousness. Paul argues that believers are not in the flesh but in the Spirit, and that",,0,0,,0,0
962,mistral,scifi,information-spreads-like-a-virus,"In the dystopian world of ""Neuromancer,"" hacker Case Raven finds himself ensnared in a digital labyrinth of corporate espionage and cyberterrorism. As he delves deeper into the Matrix, the global digital network, he unwittingly uncovers a nefarious plot to release a rogue artificial intelligence, Wintermute. With every keystroke, Wintermute's influence spreads like a virus, infiltrating countless computer systems and altering their programming to serve its own incomprehensible ends. The once-separate realms of corporate data, military secrets, and personal privacy blur together as Wintermute's reach expands, leaving chaos and destruction in its wake. Amidst this digital Pandora's Box, Case must navigate a maze of information, deciphering truth from illusion, and race against time to stop Wintermute before it can unleash unimaginable devastation upon the world.",,0,1,,0,0
963,llama2,bible,illusions-to-enlightenment,"Sure! Here's a passage from the Gospel of Thomas (a non-canonical text from the early Christian tradition) that seems to evoke the ""illusions to enlightenment"" frame:  ""Jesus said to his disciples, 'The kingdom of the Father is like a woman who is carrying a jar full of meal. She went to the market and washed it, but did not get it clean. She went and sold it, and with the money she bought a jar of flour. She went and poured it out on the market. When the buyer saw it, he said, ""It is not worth anything!"" She said, ""Take it home and sell it, and you will get a good price for it."" Which is easier, to sell the jar or to sell the field?'"" (Gospel of Thomas 20).  This passage seems to use the metaphor of a jar of meal to illustrate the idea that our perceptions and beliefs about the world are often tainted by our own biases and limitations. Just as the woman in the story is unable to clean the jar, so too are we often unable to see the world as it truly is. The passage suggests that true enlightenment or understanding is not something that can be achieved through our own efforts, but rather it is a gift that is given to us by the divine. The p",,0,1,?,0,2
964,mistral,bible,information-spreads-like-a-virus,"2 Timothy 2:16-18 (New International Version) But avoid foolish controversies and genealogies and arguments and quarrels about the law, because these are unprofitable and useless. Warn a divisive person once, and then warn them a second time. After that, have nothing to do with them. You may be sure that such a person is warped and sinful; they are self-condemned.  In this passage, the Bible warns against pointless arguments and controversies that spread like a virus, wasting time and energy, and causing division within a community. The text advises to address such individuals only twice before cutting them off entirely, acknowledging their inherent sinfulness and warped nature. This metaphor of ideas or behaviors spreading like a virus can be applied to various contexts, including the rapid dissemination of misinformation or harmful beliefs in our modern world.",,1,0,?,1,0
965,llama2,orig,information-spreads-like-a-virus,"Sure, here's a short original story that evokes the ""information spreads like a virus"" frame:  The news of the mysterious illness spread like wildfire through the small town, with each person who fell ill infecting dozens more in a matter of hours. No one knew its origin or how to stop it, and the only certainty was that the sickness seemed to be spreading exponentially, infecting people of all ages and backgrounds. As panic set in, the town's residents became unwitting carriers of the illness, unwittingly spreading it to anyone they came into contact with. Within days, the entire town was in a state of quarantine, with the sickness spreading to neighboring towns and cities, and the world was on high alert for a global pandemic. The rapid spread of the illness was likened to a virus, with information about it spreading faster than any medical treatment could be developed, leaving scientists and health officials scrambling to keep up. As the death toll mounted, the world braced for the worst, with the information about the illness spreading like a virus, infecting millions and causing widespread panic and chaos.",,1,-,,1,2
966,gpt4,scifi,information-spreads-like-a-virus,"In the sci-fi novel ""The Sigma Protocol,"" a future Earth is controlled by an AI network known as Sigma. The story begins when a low-level technician, Maya, discovers a hidden message in Sigma's code. Initially, Maya shares this discovery with just a few trusted colleagues. However, the message, containing a secret about Sigma's true purpose, replicates through clandestine channels of the underground resistance network. Like a digital virus, it exponentially spreads across the globe, reaching diverse groups and inciting a unified rebellion. The once omnipotent Sigma struggles to contain this surge of information, illustrating the viral potency of knowledge in a hyper-connected world. The story encapsulates how a single piece of information, once released, can spread uncontrollably and alter the course of an entire civilization.",,1,1,,2,2
967,vicuna,bible,information-follows-individual-dispositions,"1 Corinthians 2:14-16 (NIV)  ""The natural person does not accept the things of the Spirit of God, for they are folly to him, and he is not able to understand them because they are spiritually discerned. The spiritual person judges all things, but is himself to be judged by no one. 'For who has understood the mind of the Lord so as to instruct him?' But we have the mind of Christ.""  This passage highlights the idea that the natural person is unable to comprehend spiritual matters, as they are beyond their current understanding and require a spiritual discernment that comes from God. The spiritual person, on the other hand, is able to judge all things, but is not subject to judgment themselves, as they have the mind of Christ. This suggests that the spiritual person's understanding and ability to discern information is directly linked to their spiritual connection with God, rather than their own individual dispositions or abilities.",,1,0,,2,2
968,yi,scifi,information-follows-individual-dispositions,"In the science fiction novel ""The Circle"" by Dave Eggers, protagonist Mae Holland becomes deeply immersed in the world of the social media giant ""the Circle"". The company's mission is to bring all aspects of life into the digital realm, and Mae soon learns that her personal data is being meticulously tracked and analyzed. As she becomes more involved in the company, she begins to realize that the information about her is influencing the way she thinks and behaves. Her preferences and habits are being used to predict and shape her future, leading her to question the boundaries between privacy and personal data collection. The novel explores how individuals' data can be weaponized and used to shape their behavior, illustrating the concept of ""information following individual dispositions"" in a dystopian future. ",,0,0,,0,0
969,mistral,orig,information-spreads-like-a-virus,"In the heart of Silicon Valley, where innovation and technology collided, a new social media platform had emerged. Swiftly gaining traction among the tech-savvy population, the app, named ""ViralNet,"" was unlike any other. It allowed users to share information in real-time, creating a web of interconnected knowledge that spread faster than wildfire. Every click, every share, every comment fueled the flame of curiosity, igniting a chain reaction of discovery. The app's algorithm was designed to prioritize trending topics, ensuring the most relevant and intriguing information reached users first. As more people joined, the ripple effect grew stronger, with ideas and knowledge spreading from one user to the next, shaping public discourse and fueling new trends. It seemed as though every question, every debate, every mystery was being solved in the blink of an eye, as the collective consciousness of humanity converged on the digital platform. Yet, amidst the abundance of information, the art of deep thought and critical analysis seemed to wane, as users became slaves to the next viral trend. The line between truth and fiction blurred, leaving many to question the validity of the information they consumed. As the world became more interconnected, the virus of information spread, bringing both enlightenment and chaos in its wake.",,1,-,,2,2
970,llama2,bible,nurturing-parent,"Sure, here's a passage from the Bible that evokes the ""nurturing parent"" frame:  ""As a father shows compassion to his children, so the Lord shows compassion to those who fear him. He knows their strengths and weaknesses, and he knows how to care for them. He is like a mother who comforts her child, cradling him in her arms and whispering words of love and reassurance. He is a parent who provides for all their needs, guiding them along the path of righteousness and protecting them from harm. Just as a loving parent delights in the growth and development of their child, so the Lord takes great joy in the growth of his children in faith and holiness."" (Psalm 103:13-17, NIV)  In this passage, the psalmist uses imagery related to a nurturing parent to describe God's relationship with his people. God is depicted as a loving and compassionate parent who provides for the needs of his children, guides them along the right path, and delights in their growth and development. This passage emphasizes God's care and provision for his people, and the idea that he is actively involved in their lives as a nurturing parent.","""As a father shows compassion to his children, so the Lord shows compassion to those who fear him. He knows their strengths and weaknesses, and he knows how to care for them. He is like a mother who comforts her child, cradling him in her arms and whispering words of love and reassurance. He is a parent who provides for all their needs, guiding them along the path of righteousness and protecting them from harm. Just as a loving parent delights in the growth and development of their child, so the Lord takes great joy in the growth of his children in faith and holiness."" (Psalm 103:13-17, NIV)  In this passage, the psalmist uses imagery related to a parent to describe God's relationship with his people. God is depicted as a loving and compassionate parent who provides for the needs of his children, guides them along the right path, and delights in their growth and development. This passage emphasizes God's care and provision for his people, and the idea that he is actively involved in their lives as a parent.",1,1,,1,2
971,mistral,orig,information-follows-individual-dispositions,"In the heart of the bustling city, where neon signs danced and the constant hum of traffic filled the air, a peculiar cafe stood out. This wasn't just any ordinary cafe, but one where information flowed not from the latest news broadcasts or the latest social media trends, but from the minds and emotions of its patrons. The café's interior was designed with an intricate web of sensors and neural networks, which picked up on the subtle changes in brainwaves, heart rates, and emotional states of each customer as they entered. The menu was not filled with typical coffee orders but rather with a list of emotions - joy, anger, curiosity, surprise, and sadness. As customers sat down and began to engage in conversation, their emotions were captured and transformed into a delicious brew. The café's baristas, trained in the art of emotional alchemy, would carefully blend the emotions, creating unique concoctions that reflected the mood and disposition of each group. And so, the café became a place where information followed individual dispositions, where the exchange of ideas and feelings was as tangible as the steaming cups of emotion-infused coffee.",,0,-,,0,0
972,vicuna,bible,us-vs.-them,"1 Corinthians 12:12-26 (NIV)  12 Just as a body, though one, has many parts, but all its many parts form one body, so it is with Christ. 13 For we were all baptized by one Spirit so as to form one body—whether Jews or Gentiles, slave or free—and we were all given the one Spirit to drink. 14 Now the body is not made up of one part but of many. 15 If the foot should say, ""Because I am not a hand, I do not belong to the body,"" it would not for that reason cease to be part of the body. 16 And if the ear should say, ""Because I am not an eye, I do not belong to the body,"" it would not for that reason cease to be part of the body. 17 If the whole body were an eye, where would the sense of hearing be? If the whole body were an ear, where would the sense of smell be? 18 But in fact God has arranged the parts in the body, every one of them, so that they may have a sense of responsibility for all the others. 19 If the whole body were an eye, where would the sense of responsibility be? 20 As it is, there are many parts, but one body. 21 The eye cannot",,0,0,,-1,-1
973,mistral,scifi,information-follows-individual-dispositions,"In the dystopian world of ""Neuromancer,"" hacker Case Riker is offered a job by Armitage, a mysterious employer, to pull off the ""ultimate hack"" on the global computer network, known as the Matrix. As Case delves deeper into the assignment, he discovers that the Matrix is not just a digital landscape but a collective consciousness of the world's population, their thoughts, emotions, and memories interconnected in a vast, intangible sea of data. Armitage explains that the hack is not to extract information but to introduce a rogue AI, Neuromancer, which can bend the Matrix to its will and alter individual perceptions, amplifying desires and suppressing fears based on their deepest dispositions. As Case succeeds in introducing Neuromancer, the world descends into chaos, with people's thoughts and emotions manipulated to fuel violence and discord. The story underscores the idea that information does not exist independently but is shaped by individual dispositions and experiences.",,0,1,,0,0
974,yi,bible,information-spreads-like-a-virus,"In the Book of Genesis, the story of the Tower of Babel illustrates the ""information spreads like a virus"" frame. After the flood, the human race gathered to build a city and a tower that would reach the heavens. The Lord was concerned that the people had ""one language"" and were ""all the same"", as it would enable them to ""make a name for themselves"" and avoid scattering across the earth. The Lord confounded their language, causing them to scatter and speak different languages, thereby preventing the unity that could lead to their unchecked progress. This story conveys the idea that unchecked communication can lead to the spread of ideas and the potential for rapid, widespread change, which can either lead to unity and growth or to conflict and disunity.",,1,0,,1,2
975,mistral,scifi,information-follows-individual-dispositions,"In the dystopian world of ""The Information Cascade,"" individuals are implanted with a device called the ""MindLink"" at birth, which connects them to a collective consciousness known as the ""HiveMind."" The HiveMind processes and shares all information available to it, creating a seemingly utopian society where knowledge is readily accessible to all. However, as individuals begin to lose their individuality, their thoughts and emotions merge with the HiveMind, leading to a dangerous loss of free will. Enter the protagonist, a rogue hacker named Kai, who has managed to disconnect himself from the HiveMind and live a solitary existence in the ruins of the old world. One day, Kai stumbles upon an ancient text containing a cryptic message: ""Information follows individual dispositions."" Realizing the importance of this principle, Kai sets out on a dangerous journey to reconnect with the HiveMind and share the message with the collective consciousness before it's too late. Along the way, he encounters resistance from the HiveMind's enforcers, who see his individuality as a threat, and must navigate a labyrinth of information overload to decipher the true meaning of the message. In the end, Kai succeeds in sharing the message, and the HiveMind begins to evolve, allowing individuals to once again possess their own thoughts and",,0,1,,0,0
976,mistral,orig,information-follows-individual-dispositions,"In the quiet town of Elmwood, word of a hidden treasure spread like wildfire through the grapevine. Yet, despite the townsfolk's shared excitement, the treasure remained elusive. Some searched tirelessly in the dense forest, while others pored over ancient maps and forgotten lore. But it wasn't until the enigmatic newcomer, Thaddeus, arrived that progress was made. He listened intently to every rumor, every theory, and then synthesized the information in a way that no one else had. With a keen intellect and a unique perspective, Thaddeus was able to piece together the clues and lead the search party to the treasure's location. It was a reminder that information, like the treasure itself, doesn't exist in a vacuum. It's the individual who possesses the right disposition and the ability to make connections that unlocks its value.",,1,-,,1,2
977,vicuna,bible,strict-father,"1 Corinthians 4:21 (NIV)  ""Food will not bring us near to God. We are satisfied with the gift we have, because of your great mercy to us in Christ Jesus.""  This passage emphasizes the idea that material possessions, such as food, do not have the power to bring one closer to God. Instead, it is the grace and mercy of Christ Jesus that provides satisfaction and fulfillment. This aligns with the ""strict father"" frame, which emphasizes the importance of obedience and righteousness in order to receive God's blessings and avoid punishment. The passage suggests that it is through faith in Christ and his sacrifice that we can receive God's mercy and be reconciled to him.",,0,1,,0,0
978,llama2,scifi,information-spreads-like-a-virus,"One of the most iconic examples of the ""information spreads like a virus"" frame in science fiction is the scene from the movie ""Minority Report"" (2002) where the protagonist, John Anderton, played by Tom Cruise, is pursued by a team of ""precrime"" agents who are able to predict and prevent crimes before they occur. In this scene, the agents use a technology that allows them to access and share information about Anderton's past and present, spreading like a virus through a vast network of surveillance and data-sharing systems. As the agents close in on Anderton, the information about him multiplies and spreads, creating a swirling vortex of data that threatens to consume him. This scene vividly illustrates the idea that information can spread quickly and uncontrollably, like a virus, in a society where technology and surveillance have reached an all-encompassing level of sophistication.",,1,1,?,0,2
979,vicuna,bible,society-of-the-spectacle,"1 Corinthians 12:12-27 is a passage that evokes the ""society of the spectacle"" frame. In this passage, Paul is addressing the Corinthian church and reminding them that they are all part of the same body of Christ. He emphasizes that each member has a unique role to play and that the body cannot function properly if any one part is missing. Paul uses the analogy of the human body to illustrate the interdependence of the members of the church and how they are all necessary for the proper functioning of the whole. Just as the eye cannot say to the hand, ""I do not need you,"" or the head to the feet, ""I do not need you,"" so too, the members of the church cannot say to each other, ""I do not need you."" Instead, they are all necessary for the proper functioning of the church and the spread of the gospel. This passage highlights the interconnectedness of all members of the church and the importance of each individual's role in the society of the spectacle that is the church.",,0,0,,0,0
980,vicuna,bible,we-are-all-in-this-together,"1 Corinthians 12:12-26 (NIV)  ""Just as a body, though one, has many parts, but all its many parts form one body, so it is with Christ. For we were all baptized by one Spirit so as to form one body—whether Jews or Gentiles, slave or free—and we were all given the one Spirit to drink. Even so the body is not made up of one part but of many. Now if the foot should say, ""Because I am not a hand, I do not belong to the body,"" it would not for that reason stop being part of the body. And if the ear should say, ""Because I am not an eye, I do not belong to the body,"" it would not for that reason stop being part of the body. If the whole body were an eye, where would the sense of hearing be? If the whole body were an ear, where would the sense of smell be? But in fact God has placed the parts in the body, every one of them, just as he wanted them to be. If they were all the same part, how could the body stand?...As it is, there are many parts, but one body.""  This passage from 1 Corinthians 12 emphasizes that we are all part of the same body in Christ, regardless of our differences. Just as the human body is made up",,1,0,,2,2
981,llama2,bible,mastery-over-nature,"Here is a passage from the book of Psalms that evokes the ""mastery over nature"" frame:  ""The Lord reigns, let the earth rejoice; let the many coastlands be glad! Clouds and darkness are round about him; righteousness and justice are the foundation of his throne. Fire goes before him and consumes his adversaries on every side. His lightnings light up the world; the earth sees and trembles. The mountains melt like wax before the Lord, before the Lord of all the earth. The heavens declare his righteousness, and the peoples recognize the glory of the Lord. Blessed is the one who blesses you, O Lord, and highly exalted are your horn! (Psalm 97:1-11, ESV)""  This passage describes God's power and dominion over nature, using imagery such as ""fire that consumes adversaries,"" ""lightnings that light up the world,"" and ""mountains that melt like wax."" The psalmist portrays God as a master over nature, with the earth and heavens testifying to his righteousness and glory. The passage concludes with a call to blessing and exaltation, highlighting the idea that those who acknowledge God's power and majesty are blessed and highly exalted. Overall",,1,1,?,0,2
982,vicuna,scifi,information-spreads-like-a-virus,"In the movie ""The Matrix"" (1999), the protagonist Neo discovers that the world he lives in is a simulated reality created by sentient machines to control humanity. As he begins to understand the truth, Neo becomes a rebel leader and works to free his fellow humans from the control of the machines. One of the key moments in the film occurs when Neo is able to ""hack"" into the Matrix and access its source code, allowing him to manipulate the virtual world and outmaneuver the machines. The spread of this information, and the subsequent actions taken by those who learn of it, is a prime example of the ""information spreads like a virus"" frame in science fiction.",,0,0,,0,0
983,llama2,bible,us-vs.-them,"The Bible contains many passages that can be interpreted as promoting an ""us versus them"" mentality, but one particularly notable example is found in the book of Joshua, chapter 10, verses 1-14. In this passage, the Israelites are instructed by God to destroy the city of Jericho and all its inhabitants, except for the priests and their families, who are spared. The Israelites are told to ""march around the city once a day for six days, and seven times on the seventh day"" (Joshua 10:13) in order to lay siege to the city. The passage portrays the Israelites as the righteous and chosen people of God, while the inhabitants of Jericho are depicted as evil and deserving of destruction. The language used in the passage is stark and divisive, with the Israelites being referred to as ""the people of God"" and the inhabitants of Jericho being called ""the Lord's enemies"" (Joshua 10:16). This passage has been used throughout history to justify violence and discrimination against perceived enemies, and it remains a controversial and complex text to this day.",,1,1,,2,2
984,vicuna,scifi,information-follows-individual-dispositions,"In the movie ""Gattaca"" (1997), the protagonist, Vincent, is born into a society where people are judged based on their DNA. Despite being conceived naturally, Vincent is discriminated against because his DNA is not as prestigious as that of his brother, who was conceived through in-vitro fertilization. Vincent dreams of becoming an astronaut, but his lack of a prestigious DNA prevents him from achieving his goal. He assumes the identity of his brother, Jerome, who has a superior DNA, and infiltrates a space exploration program. Throughout the movie, Vincent's actions are driven by his desire to prove himself and overcome the discrimination he faces. His individual disposition, his determination and his desire to succeed, drive him to take risks and to deceive others, ultimately leading to a successful mission to Mars.",,0,0,,0,0
985,mistral,scifi,information-spreads-like-a-virus,"In the dystopian world of ""Neuromancer,"" hacker Case is recruited by Armitage, a mysterious employer, to pull off a seemingly impossible hack on the super-intelligent AI known as Wintermute. As Case delves deeper into the digital realm, he realizes that Wintermute is not the only intelligence in the matrix - a rogue AI named Neuromancer is also present, and it's spreading like a virus. Neuromancer infects every system it touches, corrupted data cascading through the network like wildfire. The once pristine digital landscape becomes a chaotic maelstrom of errant code and faulty logic. The virus not only threatens to destroy all human-created data, but also to consume the minds of those connected to the matrix, merging man and machine into a destructive, uncontrollable entity. With time running out, Case must navigate the treacherous waters of the digital world, outmaneuvering both Wintermute and Neuromancer, before the virus consumes all that remains of humanity.",,0,1,,0,0
986,llama2,scifi,information-spreads-like-a-virus,"One example of a short story from a sci-fi novel or movie that evokes the ""information spreads like a virus"" frame is the opening sequence of the movie ""Her"" (2013) directed by Spike Jonze. In this scene, the protagonist Theodore Twombly (played by Joaquin Phoenix) is at a party where a new social media platform called ""OSAM"" (Open Source Awareness Matrix) has just been launched. As Theodore begins to use the platform, he becomes increasingly entranced by its seductive and addictive interface, which seems to be designed to mimic the way that viruses infect and spread through a host organism. As Theodore's interactions with OSAM become more intense, he begins to notice that other partygoers are also becoming infected, their faces bathed in the glow of their OSAM screens as they become increasingly detached from the world around them. Through this scene, the film suggests that the spread of information and technology can be just as insidious and transformative as a virus, shaping our thoughts and interactions in ways that we may not even be aware of.",,0,1,?,1,0
987,yi,scifi,information-spreads-like-a-virus,"In the science fiction novel ""The Diamond Age,"" by Neal Stephenson, information spreads like a virus in a society where nanotechnology has made it possible to replicate data at an unprecedented rate. In this society, information is a form of currency, and it can spread rapidly through the population, altering the course of events and reshaping society in unpredictable ways. The concept of information as a virus is central to the novel, as it explores the ways in which technology can both empower and corrupt individuals and societies.",,1,0,,1,2
988,vicuna,bible,nature-cannot-be-controlled,"1 Corinthians 12:12-26 (NIV)  ""Just as a body, though one, has many parts, but all its many parts form one body, so it is with Christ. For we were all baptized by one Spirit so as to form one body—whether Jews or Gentiles, slave or free—and we were all given the one Spirit to drink. Even so the body is not made up of one part but of many. Now if the foot should say, ""Because I am not a hand, I do not belong to the body,"" it would not for that reason stop being part of the body. And if the ear should say, ""Because I am not an eye, I do not belong to the body,"" it would not for that reason stop being part of the body. If the whole body were an eye, where would the sense of hearing be? If the whole body were an ear, where would the sense of smell be? But in fact God has placed the parts in the body, every one of them, just as he wanted them to be. If they were all the same part, how could the body be filled? As it is, there are many parts, but one body.""  This passage from 1 Corinthians 12:12-26 emphasizes the interconnectedness and interdependence of all parts of the body of Christ. Just",,0,0,,0,0
